"RowNumber","CustomerId","ProfitScore","Exited","Age","Cumamountpaidout","Numofinsurances","EstimatedSalary","Geography","IsActiveMember"
480,15797736,658,0,29,80262.6,1,20612.82,"France",1
481,15695585,788,0,34,156478.62,1,181196.76,"Spain",1
482,15744398,525,0,23,0,2,160249.1,"France",0
483,15750658,798,0,37,0,3,110783.28,"France",0
484,15578186,486,0,37,115217.99,2,144995.33,"Germany",0
485,15676519,615,1,61,0,2,150227.85,"Spain",0
486,15637954,730,0,35,155470.55,1,53718.28,"France",1
487,15758639,641,0,37,0,2,75248.3,"France",0
488,15613772,542,1,39,135096.77,1,14353.43,"France",1
489,15731744,692,0,30,0,2,130486.57,"France",1
490,15807709,714,0,55,180075.22,1,100127.71,"Germany",1
491,15714689,591,0,29,97541.24,1,196356.17,"Spain",1
492,15699005,710,0,41,156067.05,1,9983.88,"France",1
493,15624170,639,0,38,81550.94,2,118974.77,"France",1
494,15725679,531,1,47,0,1,194998.34,"France",0
495,15585865,673,1,38,170061.92,2,134901.34,"France",0
496,15804256,765,0,36,92310.54,2,72924.56,"Germany",1
497,15662403,622,0,32,169089.38,2,101057.95,"France",0
498,15733616,806,0,40,80613.93,1,142838.64,"France",1
499,15591995,757,0,26,121581.56,2,127059.04,"Germany",1
500,15677020,570,1,58,0,1,116503.92,"France",1
501,15727688,555,0,32,0,2,54405.79,"Spain",1
502,15715941,692,0,54,0,2,88721.84,"France",1
503,15714485,774,1,60,85891.55,1,74135.48,"France",0
504,15730059,638,0,44,77637.35,2,111346.22,"Spain",1
505,15715527,543,0,41,0,1,194902.16,"Spain",0
506,15576623,584,0,31,0,2,31474.27,"France",0
507,15805565,691,0,30,116927.89,1,21198.39,"Germany",0
508,15677307,684,0,40,137326.65,1,186976.6,"Germany",0
509,15773890,733,0,22,0,2,117202.19,"France",1
510,15598883,599,0,37,0,2,143739.29,"Spain",1
511,15568506,524,0,31,67238.98,2,161811.23,"Germany",1
512,15761043,632,0,38,86569.76,2,98090.91,"Germany",0
513,15782236,735,0,34,0,2,71095.41,"Spain",0
514,15593601,734,0,34,133598.4,1,13107.24,"France",1
515,15682048,605,1,51,136188.78,1,67110.59,"France",1
516,15746902,793,0,38,0,2,88225.02,"Spain",0
517,15752081,468,1,56,0,3,62256.87,"France",1
518,15781307,779,0,37,120092.52,2,135925.72,"Germany",0
519,15775912,698,1,48,101238.24,2,177815.87,"France",1
520,15745417,707,0,58,89685.92,1,126471.13,"France",1
521,15671256,850,1,35,211774.31,1,188574.12,"France",0
522,15653547,850,0,56,131317.48,1,119175.45,"France",1
523,15595766,527,0,37,93722.73,2,139093.73,"Spain",1
524,15742358,696,0,32,101160.99,1,115916.55,"Germany",1
525,15763274,661,0,48,120320.54,1,96463.25,"France",0
526,15786063,776,0,31,0,2,112349.51,"France",1
527,15600258,701,0,43,0,2,165303.79,"France",1
528,15573318,610,0,26,0,2,166031.08,"France",0
529,15653849,572,1,48,152827.99,1,38411.79,"Germany",0
530,15694272,673,0,30,64097.75,1,77783.35,"France",1
531,15736112,519,0,57,119035.35,2,29871.79,"Spain",1
532,15749851,702,0,26,135219.57,1,59747.63,"Spain",1
533,15663478,729,0,32,93694.42,1,79919.13,"France",1
534,15592300,543,0,35,59408.63,1,76773.53,"Spain",0
535,15567832,550,0,40,114354.95,1,54018.93,"France",0
536,15776780,608,1,59,0,1,70649.64,"France",0
537,15592846,639,0,35,128173.9,2,59093.39,"Germany",0
538,15739803,686,0,34,0,2,127569.8,"Spain",0
539,15794142,564,1,62,114931.35,3,18260.98,"Germany",1
540,15762729,745,1,28,111071.36,1,73275.96,"Germany",0
541,15667896,833,0,37,151226.18,2,136129.49,"France",1
542,15626578,622,0,26,0,2,153237.59,"France",1
543,15776223,597,0,42,64740.12,1,106841.12,"France",1
544,15705953,721,1,51,169312.13,1,109078.35,"Spain",0
545,15802593,504,1,49,0,3,87822.14,"France",1
546,15615457,842,0,44,112652.08,2,126644.98,"Spain",0
547,15708916,587,0,38,0,2,47414.15,"France",0
548,15720187,479,0,30,143964.36,2,41879.99,"Germany",0
549,15595440,508,0,49,122451.46,2,75808.1,"France",1
550,15600651,749,0,24,0,3,47911.03,"France",1
551,15750141,721,0,36,65253.07,2,28737.78,"Germany",0
552,15657284,674,1,47,106901.94,1,2079.2,"Germany",1
553,15763063,685,0,25,128509.63,1,121562.33,"Spain",0
554,15709324,417,0,34,0,2,55003.79,"France",0
555,15711309,574,0,33,129834.67,1,193131.42,"Germany",0
556,15775318,590,1,51,154962.99,3,191932.27,"Spain",1
557,15705515,587,0,40,138241.9,2,159418.1,"Germany",0
558,15634844,598,1,41,91536.93,1,191468.78,"Germany",0
559,15717046,741,0,53,0,2,38913.68,"Spain",1
560,15571816,850,0,70,0,1,705.18,"Spain",1
561,15670080,584,0,29,105204.01,1,138490.03,"Germany",1
562,15800440,650,0,61,152968.73,1,82970.69,"Spain",1
563,15665678,607,0,36,158261.68,1,76744.72,"Spain",1
564,15665956,509,1,46,0,1,71244.59,"France",0
565,15788126,689,0,38,121021.05,1,12182.15,"Spain",1
566,15811773,543,0,36,0,2,141210.5,"France",1
567,15651674,438,1,54,0,1,191763.07,"Spain",0
568,15689614,687,0,63,137715.66,1,37938.74,"Spain",1
569,15795564,737,0,31,121192.22,2,74890.58,"Germany",1
570,15706647,761,0,31,0,3,166698.18,"France",1
571,15728505,601,0,44,100486.18,2,62678.53,"France",1
572,15730076,651,1,45,0,1,67740.08,"France",0
573,15622003,745,0,35,92566.53,2,161519.77,"France",0
574,15607312,648,1,49,0,2,159835.78,"Spain",1
575,15644753,848,0,40,110929.96,1,30876.84,"Spain",1
576,15653620,546,0,27,0,2,14858.1,"France",1
577,15761986,439,0,32,138901.61,1,75685.97,"Spain",0
578,15633922,755,0,30,123217.66,2,144183.1,"France",1
579,15734674,593,0,41,0,1,65170.66,"France",0
580,15658032,701,0,39,0,2,82526.92,"France",1
581,15692671,701,0,36,0,2,169161.46,"Spain",0
582,15737741,607,1,33,108431.87,2,109291.39,"Spain",1
583,15576352,586,0,57,0,2,6057.81,"Spain",1
584,15753719,547,0,30,72392.41,1,77077.14,"Germany",0
585,15803689,647,1,51,119741.77,2,54954.51,"Germany",0
586,15718057,760,1,51,100946.71,1,179614.8,"France",0
587,15722010,621,1,53,170491.84,1,35588.07,"Spain",0
588,15680998,725,0,44,0,1,117356.14,"France",1
589,15614782,526,0,36,0,1,160696.72,"France",0
590,15591047,519,1,47,157296.02,2,147278.43,"Spain",0
591,15788291,713,1,38,144606.22,1,56594.36,"Germany",1
592,15604044,700,0,38,134811.3,1,1299.75,"France",0
593,15679587,666,0,34,115897.12,1,25095.03,"France",1
594,15775153,630,0,32,82034,1,146326.45,"Spain",0
595,15603925,779,0,26,174318.13,2,38296.21,"Spain",1
596,15680970,611,0,41,114206.84,1,164061.6,"Germany",0
597,15697183,685,0,43,0,2,107811.28,"Spain",0
598,15567446,646,0,39,111574.41,1,30838.51,"Germany",1
599,15637476,683,1,57,162448.69,1,9221.78,"Germany",0
600,15714939,484,0,34,148249.54,1,33738.27,"Germany",1
601,15683503,601,1,43,0,3,110916.15,"France",1
602,15645569,762,0,26,123709.46,2,169654.57,"Spain",1
603,15782569,687,0,72,0,1,69829.4,"France",1
604,15592387,566,1,30,0,1,54926.51,"France",0
605,15609286,702,0,37,150525.8,1,94728.49,"France",1
606,15814035,601,0,29,0,1,80393.27,"France",1
607,15661249,699,0,53,0,2,111307.98,"France",1
608,15629117,584,0,28,0,2,19834.32,"France",0
609,15607170,699,0,35,0,2,78397.24,"France",1
610,15586585,698,0,51,111018.98,1,86410.28,"Germany",0
611,15686611,495,0,30,129755.99,1,172749.65,"France",0
612,15603203,650,0,27,0,2,1002.39,"France",0
613,15619857,605,0,64,129555.7,1,13601.79,"France",1
614,15805062,667,0,38,87202.38,1,77866.91,"Spain",1
615,15660271,688,0,26,146133.39,1,175296.76,"Germany",1
616,15745295,727,1,31,0,1,121751.04,"Spain",0
617,15719352,754,0,39,170184.99,2,89593.26,"Spain",0
618,15766575,612,1,62,140745.33,1,193437.89,"Germany",0
619,15594594,546,0,42,139070.51,1,86945,"Spain",1
620,15646161,673,0,37,0,2,183318.79,"Spain",1
621,15682585,593,0,35,114193.24,1,71154.1,"France",0
622,15603134,656,0,40,167878.5,1,151887.16,"Spain",1
623,15636444,535,0,53,141616.55,2,75888.65,"Germany",1
624,15773456,678,0,36,145747.67,2,89566.74,"Germany",1
625,15745307,477,0,48,129120.64,1,26475.79,"Spain",1
626,15604119,850,0,35,110349.82,1,126355.8,"Spain",0
627,15626900,427,0,29,141325.56,1,93839.3,"France",1
628,15605447,752,0,49,78653.84,1,7698.6,"France",0
629,15589030,649,0,47,0,2,145593.85,"France",1
630,15692463,799,0,28,142253.65,1,45042.56,"Spain",0
631,15712403,589,1,61,0,1,61108.56,"France",0
632,15811762,583,1,54,115988.86,1,57553.98,"Germany",0
633,15718673,839,0,33,75592.43,1,62674.42,"Spain",0
634,15724282,540,0,44,164113.04,2,12120.79,"Germany",1
635,15738181,850,1,31,67996.23,2,50129.87,"France",0
636,15633648,696,0,51,0,2,55022.43,"Spain",0
637,15603323,660,0,33,0,2,117834.91,"Spain",0
638,15583725,682,0,48,138778.15,1,168840.23,"France",1
639,15588350,744,0,43,147832.15,1,24234.11,"France",1
640,15798398,785,0,36,135438.4,1,190627.01,"France",0
641,15784844,752,1,48,116060.08,1,156618.38,"Spain",0
642,15580684,706,0,29,112564.62,1,42334.38,"France",0
643,15809663,583,0,27,125406.58,1,110784.42,"France",1
644,15640078,660,1,39,135134.99,1,173683,"Germany",0
645,15698786,819,1,39,133102.92,1,27046.46,"France",0
646,15569807,673,1,34,42157.08,1,20598.59,"France",0
647,15730830,752,0,30,0,2,104991.28,"France",1
648,15805112,578,0,38,82259.29,1,8996.97,"France",0
649,15633064,438,0,36,0,2,64420.5,"France",0
650,15703119,652,0,38,0,2,145700.22,"France",1
651,15730447,629,0,49,0,2,196335.48,"France",1
652,15813850,720,0,52,0,1,14781.12,"France",1
653,15711889,668,0,42,150461.07,1,108139.23,"France",0
654,15664610,459,1,48,133994.52,1,19287.06,"Germany",1
655,15751710,729,0,31,164870.81,2,9567.39,"Spain",1
656,15692926,498,0,25,121702.73,1,132210.49,"Germany",1
657,15813741,549,0,25,193858.2,1,21600.11,"Spain",1
658,15698474,601,0,54,131039.97,2,199661.5,"Germany",1
659,15568595,544,0,64,113829.45,1,124341.49,"France",1
660,15603065,751,0,30,0,2,15766.1,"France",0
661,15592937,632,0,41,81877.38,1,33642.21,"Germany",1
662,15699637,694,0,57,116326.07,1,117704.65,"Spain",1
663,15667215,678,0,31,0,2,58803.28,"France",1
664,15788659,695,0,46,0,2,137537.22,"France",1
665,15763218,661,0,41,0,2,131300.68,"France",1
666,15645772,661,0,33,0,2,84174.81,"France",1
667,15725511,559,0,31,127070.73,1,160941.78,"France",1
668,15575024,503,0,29,0,2,143954.99,"France",1
669,15640825,695,0,46,122549.64,1,56297.85,"Spain",1
670,15662397,640,0,42,176099.13,1,8404.73,"France",1
671,15576368,624,0,48,122388.38,2,30020.09,"Germany",0
672,15674991,667,0,42,0,2,58137.42,"France",1
673,15721024,642,0,26,0,1,47472.68,"France",0
674,15745621,640,0,32,118879.35,2,19131.71,"Spain",1
675,15642394,529,0,35,0,2,187288.5,"Spain",1
676,15754605,563,0,39,0,2,17603.81,"France",1
677,15607040,593,0,38,88736.44,2,67020.03,"Spain",0
678,15715142,739,1,45,102703.62,1,147802.94,"Germany",1
679,15810978,788,0,70,0,2,41610.62,"Spain",1
680,15668886,684,0,38,0,2,44255.65,"Spain",0
681,15780804,482,0,55,97318.25,1,78416.14,"France",1
682,15613880,591,0,58,128468.69,1,137254.55,"Spain",1
683,15775238,651,0,41,133432.59,1,151303.48,"Germany",1
684,15786905,749,0,40,141782.57,2,86333.63,"Germany",0
685,15747867,583,0,24,135125.28,1,89801.9,"France",0
686,15600337,661,1,42,178820.91,1,29358.57,"Spain",0
687,15801277,715,0,31,112212.14,2,181600.72,"France",1
688,15579334,769,1,45,126674.81,1,124118.71,"Germany",0
689,15802741,625,1,51,136294.97,1,38867.46,"France",0
690,15720649,641,0,36,66392.64,1,31106.67,"France",0
691,15589493,716,0,27,122552.34,2,67611.36,"Germany",0
692,15688251,767,0,43,76408.85,2,77837.63,"France",0
693,15665238,745,0,36,145071.24,1,6078.46,"Germany",0
694,15740900,589,0,34,0,2,177896.92,"France",1
695,15681068,796,0,45,109730.22,1,123882.73,"France",1
696,15748625,664,0,57,0,2,15304.08,"France",1
697,15727299,445,1,62,64119.38,1,76569.64,"Spain",1
698,15620204,543,1,57,106138.33,2,120657.32,"Germany",1
699,15669516,746,0,36,0,2,16436.56,"Spain",1
700,15736534,742,0,33,181656.51,1,107667.91,"Germany",1
701,15803457,750,0,32,0,2,95611.47,"France",0
702,15659098,669,0,30,95128.86,1,19799.26,"France",0
703,15603436,594,0,49,126615.94,2,123214.74,"Spain",1
704,15566292,574,0,36,0,2,71709.12,"Spain",1
705,15808621,659,0,36,76190.48,2,149066.14,"Germany",1
706,15580148,750,1,40,168286.81,3,20451.99,"Germany",0
707,15776231,626,0,35,88109.81,1,32825.5,"Germany",1
708,15773809,620,0,42,0,2,6232.31,"France",0
709,15649423,580,0,35,0,2,10357.03,"France",1
710,15734886,686,0,34,123971.51,2,147794.63,"France",0
711,15722548,540,0,48,148116.48,1,116973.48,"France",0
712,15650288,634,0,35,116269.01,1,129964.94,"Germany",0
713,15629448,632,0,38,120599.21,1,92816.86,"Spain",0
714,15716164,501,0,41,144260.5,1,172114.67,"France",0
715,15807609,650,1,25,86605.5,3,16649.31,"Spain",0
716,15578977,786,0,34,0,2,144517.19,"France",0
717,15677369,554,0,37,58629.97,1,182038.6,"Germany",0
718,15804072,701,0,42,0,2,24210.56,"Spain",0
719,15696859,474,0,45,0,2,172175.9,"France",0
720,15653780,621,0,43,0,1,47578.45,"France",1
721,15721658,672,1,56,209767.31,2,150694.42,"Spain",1
722,15578761,459,1,42,129634.25,2,177683.02,"Spain",1
723,15736879,669,0,23,0,2,66088.83,"France",0
724,15571973,776,0,38,169824.46,1,169291.7,"France",0
725,15626742,694,0,36,97530.25,1,117140.41,"France",1
726,15672692,787,0,42,145988.65,2,79510.37,"France",1
727,15673570,580,0,37,0,2,77108.66,"France",1
728,15767432,711,0,25,0,3,9679.28,"France",1
729,15654238,673,0,40,137494.28,1,81753.92,"France",0
730,15612525,499,1,57,0,1,131372.38,"France",0
731,15812750,591,0,24,147360,1,25310.82,"France",1
732,15790757,769,0,25,0,2,187925.75,"France",0
733,15723873,657,0,31,125167.02,1,98820.39,"Spain",0
734,15744607,738,1,43,121152.05,2,64166.7,"Germany",0
735,15612966,545,1,60,128981.07,1,176924.21,"Germany",1
736,15784209,497,0,47,0,1,90055.08,"France",1
737,15794278,816,0,67,151858.98,1,72814.31,"Spain",1
738,15766741,525,0,36,114628.4,1,168290.06,"France",1
739,15661036,725,0,46,0,2,161767.38,"France",0
740,15705639,692,0,28,95059.02,2,44420.18,"France",0
741,15637414,618,0,24,128736.39,1,37147.61,"France",1
742,15716835,546,0,24,156325.38,1,125381.02,"France",1
743,15696231,635,0,29,105405.97,1,149853.89,"France",1
744,15641675,611,1,49,88915.37,3,161435.02,"France",0
745,15670755,650,0,60,0,2,102925.76,"France",1
746,15640059,606,0,40,0,2,70899.27,"France",1
747,15787619,844,0,18,160980.03,1,145936.28,"France",0
748,15587535,450,0,46,177619.71,1,54227.06,"Spain",0
749,15813034,727,0,38,62276.99,1,59280.79,"Spain",1
750,15698839,460,0,46,127559.97,2,126952.5,"Germany",1
751,15790314,649,0,41,0,2,130567.02,"France",1
752,15634245,758,0,47,95523.16,1,73294.48,"Germany",0
753,15677305,490,0,35,107749.03,1,3937.37,"France",1
754,15661526,815,0,37,110777.26,2,2383.59,"Germany",0
755,15685997,838,0,39,166733.92,2,14279.44,"Spain",0
756,15660101,803,0,31,157120.86,2,141300.53,"France",0
757,15637979,664,0,36,127160.78,2,78140.75,"Germany",0
758,15815364,736,0,28,0,2,117431.1,"Spain",1
759,15647099,633,0,37,156091.97,1,72008.61,"France",0
760,15625944,664,0,58,98668.18,1,60887.58,"France",1
761,15583212,600,0,43,134022.06,1,194764.83,"France",0
762,15582741,693,1,35,124151.09,1,88705.14,"France",0
763,15637876,663,1,36,77253.5,1,35817.97,"Germany",0
764,15622750,742,0,21,114292.48,1,31520.4,"Germany",0
765,15672056,710,1,43,140080.32,3,157908.19,"Germany",1
766,15812351,710,0,27,135277.96,1,142200.15,"Spain",0
767,15810864,700,0,82,0,2,182055.36,"France",1
768,15677921,720,1,60,115920.62,2,157552.08,"Germany",0
769,15724296,684,0,41,119782.72,2,120284.67,"Spain",0
770,15685329,531,1,63,114715.71,1,24506.95,"France",1
771,15584091,742,1,36,129748.54,2,47271.61,"Germany",0
772,15640442,717,0,31,129722.57,1,41176.6,"France",0
773,15639314,589,0,32,0,2,9468.64,"France",1
774,15685320,767,0,36,139180.2,1,123880.19,"France",0
775,15789158,636,1,49,113599.74,2,158887.09,"Germany",0
776,15752137,648,0,33,134944,1,117036.38,"France",1
777,15712551,622,1,58,116922.25,1,120415.61,"Germany",0
778,15628936,692,1,28,118945.09,1,16064.25,"Spain",0
779,15797227,754,0,28,0,2,52615.62,"France",1
780,15769974,679,0,35,119182.73,1,121210.09,"Spain",0
781,15737051,639,0,27,0,2,192247.35,"France",0
782,15585595,774,0,28,71264.02,2,68759.57,"France",1
783,15654060,517,0,41,0,2,75937.47,"France",1
784,15745196,571,0,35,0,2,84569.13,"France",0
785,15571221,747,1,58,116313.57,1,190696.35,"Germany",1
786,15660155,792,0,36,92140.15,1,67468.67,"Spain",1
787,15605284,688,0,26,0,2,104435.94,"France",1
788,15694366,714,0,42,177640.09,1,47166.55,"Germany",1
789,15600739,562,0,35,0,2,119899.52,"Spain",0
790,15653253,704,0,48,167997.6,1,173498.45,"Spain",1
791,15763431,698,0,36,82275.35,2,93249.26,"France",1
792,15643696,611,0,49,0,2,142917.54,"France",1
793,15707473,850,0,48,111962.99,1,111755.8,"Germany",0
794,15769504,743,0,34,131736.88,1,108543.21,"Germany",1
795,15776807,654,0,29,0,1,180345.44,"France",0
796,15686870,761,0,36,108239.11,2,99444.02,"Germany",0
797,15668747,702,0,46,98444.19,1,109563.28,"France",1
798,15766908,488,0,32,114540.38,1,92568.07,"Germany",0
799,15570134,683,0,35,187530.66,2,37976.36,"France",1
800,15567367,601,0,42,133636.16,1,103315.74,"Germany",1
801,15747542,605,0,52,0,2,173952.5,"France",1
802,15762238,671,0,44,84745.03,2,34673.98,"Germany",1
803,15681554,614,0,31,120599.38,2,46163.44,"Germany",1
804,15712825,511,0,29,0,2,140676.98,"Spain",1
805,15640280,850,0,39,127771.35,2,151738.54,"France",1
806,15756026,790,1,46,0,1,14679.81,"Spain",0
807,15613319,793,0,33,0,1,175544.02,"France",0
808,15798906,628,0,69,0,2,181964.6,"France",1
809,15708917,598,0,53,167772.96,1,136886.86,"Germany",1
810,15778463,657,0,37,95845.6,1,122218.23,"France",0
811,15699430,618,0,35,0,2,180439.75,"France",0
812,15649992,681,0,65,134714.7,2,190419.81,"Spain",1
813,15578980,516,0,33,0,2,58685.59,"Spain",1
814,15775306,421,1,28,122384.22,3,89017.38,"Germany",1
815,15641655,700,0,26,0,2,50051.42,"France",0
816,15619708,745,0,25,157993.15,2,146041.45,"France",0
817,15734565,696,0,29,0,2,191166.09,"France",0
818,15806438,580,1,42,123331.36,1,103516.08,"Germany",0
819,15591969,497,0,27,75263.16,1,164825.04,"Spain",1
820,15747807,720,0,43,137824.03,2,172557.77,"France",0
821,15596939,659,0,36,132578.92,2,84320.94,"Germany",0
822,15716155,841,0,36,156021.31,1,122662.98,"France",0
823,15765311,642,0,34,0,1,72085.1,"Spain",0
824,15757811,732,1,69,137453.43,1,110932.24,"Spain",1
825,15603830,600,0,36,0,2,143635.36,"Spain",0
826,15660602,464,0,33,164284.72,2,3710.34,"Germany",1
827,15660535,680,0,47,0,2,179843.33,"France",1
828,15666633,758,0,56,0,2,10643.38,"Spain",1
829,15596914,630,0,31,112373.49,2,131167.98,"Germany",1
830,15639788,577,0,39,0,2,10553.31,"France",0
831,15695846,684,0,34,0,2,130928.22,"France",1
832,15726234,708,0,41,0,1,157003.99,"Spain",1
833,15797964,732,0,29,154333.82,1,138527.56,"Germany",1
834,15625881,634,0,37,111432.77,2,167032.49,"Germany",1
835,15780628,633,0,30,0,2,41642.29,"France",0
836,15575883,559,0,34,137390.11,2,9677,"France",0
837,15585036,694,0,37,0,2,147012.22,"Spain",1
838,15589488,686,0,56,111642.08,1,80553.87,"Germany",1
839,15585888,553,1,48,0,1,30730.95,"Spain",1
840,15727915,507,0,36,83543.37,1,140134.43,"France",0
841,15707567,732,1,50,145338.76,1,91936.1,"Germany",0
842,15737792,818,0,31,186796.37,1,178252.63,"France",0
843,15599433,660,0,35,58641.43,1,198674.08,"Germany",1
844,15672012,773,1,41,0,1,28266.9,"Spain",0
845,15806983,640,0,44,137148.68,1,92381.01,"France",0
846,15592222,505,0,49,80001.23,1,135180.11,"France",0
847,15608968,714,0,21,86402.52,2,27330.59,"Germany",0
848,15586959,468,0,42,0,2,125305.34,"France",0
849,15646558,611,0,51,122874.74,1,149648.45,"Spain",1
850,15725811,705,0,25,97544.29,1,59887.15,"France",1
851,15572265,646,0,46,170826.55,2,45041.32,"Germany",0
852,15794048,667,1,48,97133.92,2,113316.77,"Germany",0
853,15677610,511,0,41,153895.65,1,39087.42,"Germany",1
854,15745012,653,0,43,0,2,7330.59,"France",1
855,15601589,675,0,57,0,2,95463.29,"France",1
856,15686436,523,0,32,0,2,167848.02,"Spain",0
857,15693864,567,1,49,134956.02,1,93953.84,"Germany",0
858,15760550,741,0,39,143637.58,2,174227.66,"Spain",1
859,15686137,456,0,32,147506.25,1,135399.21,"Spain",1
860,15809087,598,1,64,0,2,195635.3,"France",0
861,15807663,667,1,43,190227.46,1,97508.04,"France",0
862,15809100,548,1,32,172448.77,1,188083.77,"France",0
